id rent,area,service fee
24637015,Bedford-Stuyvesant,200
14488502,Morris Park,226
46642303,East New York,80
54436913,East Village,235
19476876,Cypress Hills,221
9066021,Bay Ridge,28
25269398,Washington Heights,178
15117572,Astoria,31
4172643,Williamsburg,115
11154819,East Flatbush,86
12511820,Chelsea,216
44174627,East Flatbush,96
9871274,Upper East Side,73
23789234,Hell's Kitchen,44
22704517,Greenpoint,54
50394630,Bushwick,209
19000241,SoHo,16
6854611,Bushwick,150
47270269,West Village,215
16219963,Harlem,180
23774322,Glendale,100
7341188,Greenpoint,40
20799082,Queens Village,152
26811972,East Village,10
53607359,Williamsbridge,185
42854630,Bushwick,20
4412893,Long Island City,183
25114202,Flushing,208
53865283,Hell's Kitchen,62
21941791,Upper West Side,92
22464819,Bushwick,127
24524345,Bedford-Stuyvesant,93
21624218,Kensington,64
15642809,Harlem,119
17141751,Bedford-Stuyvesant,27
1320565,Bensonhurst,93
11024476,Harlem,207
6828653,Chinatown,199
54384445,Bedford-Stuyvesant,48
20363869,Upper East Side,16
26179036,Prospect-Lefferts Gardens,227
16453585,Flatlands,59
8100048,Tribeca,224
13023802,Canarsie,207
11566835,St. George,13
1723192,East Village,128
19519955,Sunset Park,52
13541308,Bedford-Stuyvesant,114
43996234,Bedford-Stuyvesant,176
43086044,Hell's Kitchen,137
4378098,Harlem,26
52455813,Bushwick,185
15462207,East Elmhurst,128
3369598,University Heights,108
49800355,Bedford-Stuyvesant,23
46511961,Bedford-Stuyvesant,97
4004191,East Village,99
56057914,Williamsburg,153
45654791,Bedford-Stuyvesant,60
19924791,Prospect Heights,36
11685027,Greenpoint,96
47432645,Williamsburg,152
5808555,Nolita,21
24237149,Chelsea,31
15119781,East Flatbush,125
5199921,Park Slope,76
43741072,Upper East Side,204
56909008,Morris Park,140
48096509,Jamaica,152
12675301,Crown Heights,197
53553786,Bedford-Stuyvesant,28
43654360,Crown Heights,61
55841965,Prospect-Lefferts Gardens,128
2636144,Nolita,44
46939441,Hell's Kitchen,70
5171753,Flatbush,37
4368709,Nolita,56
53308012,Forest Hills,148
16998706,Bedford-Stuyvesant,87
55395154,Crown Heights,221
48226300,Prospect-Lefferts Gardens,232
56954297,Bedford-Stuyvesant,175
17823842,Bushwick,33
50656972,Kips Bay,66
6344839,Bushwick,41
22922123,Crown Heights,150
6760168,Williamsburg,47
22545454,Harlem,90
26932373,East New York,184
13187283,Bay Ridge,188
21401641,East Village,98
24175844,Bushwick,84
6775080,Sunset Park,159
3878819,Flatbush,204
25393113,Chinatown,191
4669713,East Village,154
24222237,Prospect Heights,46
20590312,Cypress Hills,219
23998556,Flatiron District,181
10072311,Bushwick,80
12203085,Crown Heights,176
20809023,Bedford-Stuyvesant,183
11324928,Crown Heights,132
47815389,West Village,93
16732497,Clifton,67
44644082,Windsor Terrace,124
4441613,East Elmhurst,112
25274921,Crown Heights,82
12831050,Carroll Gardens,163
9637099,Fort Greene,75
10891924,Hell's Kitchen,20
7678643,Hell's Kitchen,35
2551090,Bedford-Stuyvesant,183
16438673,Bushwick,20
5277243,Clinton Hill,107
44624752,Bedford-Stuyvesant,74
10623507,Harlem,137
56603586,Williamsburg,211
6701624,Gramercy,129
11100142,Nolita,141
47567406,Astoria,97
27351017,Woodhaven,13
51457255,East Village,182
6154295,Crown Heights,53
11731973,Harlem,127
18900274,Gowanus,171
46755525,East Harlem,137
13456253,East Village,64
22291949,Astoria,164
13699818,Bedford-Stuyvesant,39
44390576,Upper West Side,97
43620118,Woodside,170
7328485,Longwood,72
10000512,Chelsea,183
4148894,Harlem,198
5432439,Upper West Side,22
7081607,Bedford-Stuyvesant,147
11077497,Longwood,143
6692788,Astoria,64
14852468,East New York,152
22401304,Chelsea,52
3702083,Williamsburg,43
4538818,Crown Heights,146
55736475,Financial District,91
51565506,Upper West Side,12
47772862,Washington Heights,61
4016342,East Harlem,129
51287699,East Flatbush,173
14632652,East Village,21
3774434,Bay Terrace,203
16286239,Queens Village,127
45367595,Harlem,115
47747456,Harlem,142
20589760,East Elmhurst,73
44054226,Upper West Side,194
12235670,East Elmhurst,239
6028371,Upper East Side,161
44497170,West Village,63
22518392,Sunnyside,134
1925334,Bedford-Stuyvesant,11
55086418,East Harlem,146
8179579,Financial District,75
4639336,Astoria,212
13442998,Jackson Heights,60
15223613,Astoria,148
9346037,Bedford-Stuyvesant,176
6571834,Arverne,70
8877134,Flatbush,142
51200988,Bedford-Stuyvesant,147
48566517,Prospect Heights,133
50237224,Long Island City,38
24623207,Financial District,132
54560076,Hell's Kitchen,227
5207653,Upper West Side,226
12020826,Harlem,107
47052662,Williamsburg,39
2358889,Williamsburg,76
53695727,Murray Hill,39
46466120,Ditmars Steinway,102
23327511,Queens Village,149
47606619,Clinton Hill,178
44185673,Prospect-Lefferts Gardens,128
25438954,East Village,199
51066226,Hell's Kitchen,55
9287493,East Village,55
12415168,Rosedale,211
16675610,Upper West Side,161
54635741,Hell's Kitchen,69
14033407,Chinatown,24
23487678,Van Nest,211
52537001,Jackson Heights,152
15036936,Lower East Side,141
5650597,Washington Heights,57
53027444,Bedford-Stuyvesant,162
48965830,Upper West Side,239
6191851,Crown Heights,122
11810399,Nolita,30
23810774,Mount Hope,57
23384398,Sunset Park,184
17354387,Williamsburg,11
2242354,Crown Heights,107
48512944,Bedford-Stuyvesant,28
55221179,Murray Hill,157
19880607,Midtown,90
18463405,Hell's Kitchen,88
26124911,Midtown,64
24902671,Elmhurst,120
47883874,East Harlem,120
47771205,Hell's Kitchen,150
43705172,Harlem,161
10155156,Bushwick,138
17918837,Williamsburg,175
10110972,Upper West Side,39
2984645,Hell's Kitchen,162
9134506,Morningside Heights,103
46565534,Financial District,155
10024261,Bushwick,40
53484748,East Village,140
57239836,Crown Heights,162
2038555,Washington Heights,207
55432710,Laurelton,34
2484814,West Village,19
23323093,Hell's Kitchen,203
22219045,Hell's Kitchen,190
14517774,Prospect Heights,45
9751425,Sunset Park,66
25727255,Jackson Heights,137
13952771,Westerleigh,105
6809323,Clinton Hill,34
5623535,Upper West Side,200
54990318,Rosedale,139
55550902,Prospect-Lefferts Gardens,176
20350062,Elmhurst,181
26456843,Arverne,158
17813900,Bay Ridge,95
4400190,Kensington,161
13835131,Flatbush,120
5691468,Bushwick,232
10594787,Washington Heights,117
10261750,Financial District,176
51392083,Astoria,146
9975659,Harlem,103
52646357,Ditmars Steinway,71
20890211,Bedford-Stuyvesant,83
4426148,Astoria,119
20422413,Bedford-Stuyvesant,233
6567415,Hell's Kitchen,220
53949232,Upper East Side,189
44627513,Bedford-Stuyvesant,176
17257734,Tribeca,175
7025824,Hell's Kitchen,140
5692572,Bedford-Stuyvesant,208
24535391,Murray Hill,123
8065805,Gramercy,230
11602735,Woodlawn,33
5835618,Williamsburg,206
49097829,Maspeth,55
17448830,Midtown,54
53808396,Crown Heights,136
18370066,Upper East Side,123
48036861,South Slope,225
55246033,East Harlem,57
20421861,Williamsburg,210
16262490,Crown Heights,15
12539435,Chelsea,195
45008048,Harlem,33
17118555,Ditmars Steinway,52
18279489,Ridgewood,209
44471212,East New York,39
15009321,Crown Heights,178
44503798,Cobble Hill,109
7345606,East Harlem,238
52545838,Upper East Side,213
5122599,Upper West Side,160
12422900,Longwood,204
24755759,Midtown,198
47389013,Flatbush,228
49125997,Howland Hook,111
24800495,Morningside Heights,158
47881665,Upper West Side,42
53472045,Richmond Hill,111
48733864,Williamsburg,27
43891849,Clinton Hill,126
45865770,Bedford-Stuyvesant,182
3409364,Crown Heights,148
10692544,Kips Bay,103
25789112,Port Morris,95
17335609,Hell's Kitchen,173
49647368,Washington Heights,146
23447360,Sunnyside,139
16754037,Bedford-Stuyvesant,193
11795487,East Village,128
27549845,Bronxdale,66
7139598,Williamsburg,140
23496515,Gowanus,32
18361782,East Village,76
6900452,Bushwick,67
21673925,Hell's Kitchen,170
9051109,Midtown,72
22091464,Chelsea,14
24332697,Fort Greene,19
17306337,Upper West Side,128
1289637,East New York,236
56925025,Williamsburg,184
23935594,East Elmhurst,23
54693733,Upper East Side,206
1828129,Canarsie,35
25923321,Williamsburg,82
54270119,Clason Point,156
7616785,Lower East Side,67
57343116,Coney Island,184
43214177,Astoria,42
25192628,Washington Heights,189
21824703,Springfield Gardens,137
44070795,Tribeca,128
18445179,Harlem,116
56307001,Inwood,144
43251734,Ridgewood,49
18657262,Ridgewood,121
12908372,Sheepshead Bay,84
8093973,Hell's Kitchen,115
12852589,South Slope,55
23109905,Chinatown,125
26051455,Flushing,175
11643052,Chinatown,226
46091660,Prospect-Lefferts Gardens,51
14962928,Howard Beach,154
20638363,Bushwick,102
8638540,Bedford-Stuyvesant,26
4697328,Crown Heights,36
23563896,Chelsea,238
13471718,Bushwick,132
47041064,Bedford-Stuyvesant,217
49819133,Upper East Side,22
49892037,West Brighton,27
21001776,East Village,38
52659060,Midtown,15
18011071,Crown Heights,63
51057390,Inwood,229
6168655,Bushwick,131
17062772,Ridgewood,70
2908980,Chelsea,45
46622421,Washington Heights,94
1486255,Bedford-Stuyvesant,234
5663853,Williamsburg,82
48174936,Ridgewood,64
7685271,Greenpoint,28
24711023,Williamsburg,170
21343097,Bushwick,147
52299512,Williamsburg,93
44861688,Bedford-Stuyvesant,19
44334242,Bushwick,205
7786342,Hell's Kitchen,99
23144700,Harlem,37
4928189,Williamsburg,12
54718034,Williamsburg,90
15682575,Bushwick,93
20732254,Mott Haven,38
48734416,South Slope,30
9038958,Bedford-Stuyvesant,28
47591707,Bushwick,128
43416871,East Flatbush,44
2404178,Bushwick,25
20377677,Williamsburg,181
46411994,Astoria,125
49409326,Harlem,94
54755590,Hell's Kitchen,220
50610579,East Harlem,217
55621045,East New York,104
17811691,Nolita,218
21654042,Roosevelt Island,134
4020208,Windsor Terrace,60
1894405,East Village,100
44800383,Upper East Side,115
6663516,Lower East Side,131
56808490,East Village,63
2429584,Williamsburg,85
49666146,Greenpoint,123
20040222,Park Slope,54
7618442,Washington Heights,81
51904066,Harlem,31
47011792,Upper West Side,211
19625997,Carroll Gardens,196
7505221,Flatiron District,193
9110757,Upper East Side,29
53095377,Chinatown,99
16455795,Bushwick,205
3118302,Clinton Hill,138
21108370,Bedford-Stuyvesant,238
9050004,Bedford-Stuyvesant,79
6762377,Williamsburg,154
1714908,Greenpoint,154
25585314,Chinatown,45
11856240,Midtown,93
27377527,East Flatbush,75
4129011,Bedford-Stuyvesant,36
53690204,Ditmars Steinway,140
9526639,Astoria,231
17316830,Long Island City,183
53120230,Harlem,96
7813404,Prospect-Lefferts Gardens,58
26108342,Midtown,190
9545417,Williamsburg,197
47242654,Upper East Side,230
48896792,Hell's Kitchen,56
46415860,Crown Heights,194
8728565,Crown Heights,202
48557128,Elmhurst,33
8824113,Mount Hope,81
22980115,Clinton Hill,24
44710910,Brooklyn Heights,214
52628683,Williamsburg,229
1923125,Bushwick,47
7063381,Williamsburg,44
13534128,Upper West Side,190
42844689,Bedford-Stuyvesant,70
46007711,West Village,140
18873212,East Elmhurst,177
46171744,Kingsbridge,214
24657450,West Village,37
21866125,Lower East Side,69
9938655,Astoria,81
56218081,Kew Gardens Hills,61
3170218,Flatbush,223
1208449,Crown Heights,89
5141929,Lower East Side,166
7858141,Bedford-Stuyvesant,176
48126334,Hell's Kitchen,63
10667138,East Flatbush,35
14181423,Clinton Hill,218
49028239,Harlem,111
2170003,Williamsburg,201
6033894,East Village,207
12877995,East Village,53
4071572,Harlem,104
46110439,Rockaway Beach,177
12011437,Harlem,40
1387394,St. Albans,148
45117403,Bedford-Stuyvesant,237
9090322,Ridgewood,152
52392851,Williamsburg,161
24431007,Bushwick,151
47593916,Financial District,128
23100516,Queens Village,68
55776793,Bedford-Stuyvesant,31
11094619,Crown Heights,23
53187611,East Harlem,104
20355033,Williamsburg,234
1856296,Williamsburg,164
19701109,Woodside,105
12939853,West Village,12
44250844,Washington Heights,208
15917302,Hell's Kitchen,218
4896156,Financial District,91
54180646,Long Island City,144
50549826,Williamsburg,122
51787530,West Village,132
16275193,Bedford-Stuyvesant,59
27285293,Midtown,60
4643202,Carroll Gardens,210
3529765,Forest Hills,169
56895201,Bushwick,228
20332941,Hell's Kitchen,79
9547074,Longwood,32
4516726,Bedford-Stuyvesant,48
22538827,Prospect-Lefferts Gardens,235
3286201,Gramercy,211
16089067,Astoria,81
50654763,Bergen Beach,103
4073229,East Village,69
17152245,East Village,205
3683857,Upper East Side,111
4269295,Chelsea,55
15469387,Bedford-Stuyvesant,217
24318890,Astoria,169
2756545,Upper East Side,92
10671557,Ditmars Steinway,43
14696167,Bedford-Stuyvesant,146
2012045,Greenwich Village,137
3848443,Sunnyside,79
8968816,Astoria,66
7989036,Crown Heights,216
55390735,Harlem,223
3267975,East Village,123
8166876,SoHo,150
10750536,Hell's Kitchen,81
47488427,Sunnyside,136
8351344,Midtown,33
47598335,Crown Heights,72
13028773,Hell's Kitchen,80
8496047,SoHo,59
9330020,Rego Park,78
50849725,Hell's Kitchen,65
1374691,Greenpoint,189
49749543,Crown Heights,108
55206820,East New York,23
46177819,Bedford-Stuyvesant,90
20104841,Bedford-Stuyvesant,131
4206885,Chelsea,205
46206539,Crown Heights,142
2871976,Long Island City,189
45176499,Clinton Hill,91
3659556,Astoria,158
8356867,Murray Hill,224
13577759,Ditmars Steinway,188
19223922,Crown Heights,180
19321127,Chinatown,199
52385119,Bushwick,238
55181966,Bedford-Stuyvesant,23
1873418,Allerton,232
15660483,Richmond Hill,190
43121391,Bushwick,83
6976117,Bedford-Stuyvesant,84
44661756,Fresh Meadows,11
20193209,Jackson Heights,23
5995233,Park Slope,226
9573584,Williamsburg,65
43362194,Windsor Terrace,124
20878061,Far Rockaway,211
20948203,Hell's Kitchen,151
5940555,Harlem,115
49895903,Williamsburg,161
53829383,Bedford-Stuyvesant,203
21804268,East Flatbush,184
49999735,East Flatbush,36
9606722,Crown Heights,237
13339718,Park Slope,97
57174112,Harlem,66
48224091,Harlem,106
45976782,Upper West Side,47
48013112,Clinton Hill,146
3299456,Fort Greene,218
53760346,Williamsburg,195
47793297,Harlem,73
53247811,Bedford-Stuyvesant,96
1136650,Chinatown,191
20284891,Brighton Beach,238
25796292,Theater District,92
56494783,Norwood,60
43909523,Flatbush,48
22781287,Bedford-Stuyvesant,69
55751387,Midtown,97
15699696,Sunnyside,102
19411152,Sunset Park,164
50614997,Williamsburg,207
27151636,Sunnyside,76
43911180,Kingsbridge,146
55233330,Hell's Kitchen,205
12055068,East Flatbush,99
50038948,Ozone Park,218
22755881,Astoria,65
45018541,SoHo,53
56764306,Harlem,118
11458032,Harlem,44
43707934,Harlem,110
10582084,Washington Heights,119
2800177,Bedford-Stuyvesant,233
7458275,Chinatown,96
20030833,West Village,71
13104438,Upper East Side,169
4427805,Brownsville,158
18693162,East Village,123
1845250,Park Slope,206
12026349,Lower East Side,218
21126043,Bushwick,123
56524607,Lower East Side,239
21743515,Williamsburg,56
19104625,East Village,125
26050903,East New York,87
14414494,Little Italy,73
2827240,Chelsea,39
5139720,Fort Greene,46
52393403,Briarwood,184
7876366,Clinton Hill,26
52726993,Williamsburg,154
48955888,Borough Park,100
26296124,Upper East Side,66
14296854,East Harlem,98
49883752,Williamsburg,144
2622889,East Harlem,215
8592700,Bay Ridge,177
1308967,Williamsburg,223
5092774,Bedford-Stuyvesant,121
22827127,Bushwick,15
7325171,Bushwick,109
52512148,Brooklyn Heights,27
55676827,Jackson Heights,91
53484196,Park Slope,32
5269510,Bushwick,126
22926541,Williamsburg,96
47965062,East Village,83
7388133,Elmhurst,105
3377883,Park Slope,67
49630799,South Slope,70
20496421,Hell's Kitchen,162
20826145,Claremont Village,224
43258361,Corona,212
9332229,East Harlem,182
50313442,Upper West Side,11
26495504,Hell's Kitchen,71
8674992,Hell's Kitchen,120
52510491,Chinatown,215
16439226,Sunset Park,47
56414700,Sunset Park,112
23684849,Harlem,39
24794972,Crown Heights,123
21487800,Park Slope,204
14880635,Jamaica,13
21142612,Harlem,207
56361127,Prospect Heights,211
6516052,Red Hook,95
16011745,Bushwick,111
21575063,Prospect-Lefferts Gardens,149
54146956,Bedford-Stuyvesant,219
53034071,Harlem,217
15366659,Bedford-Stuyvesant,138
2876395,East Village,97
2600797,Bedford-Stuyvesant,99
48515705,Elmhurst,190
23030926,Bedford-Stuyvesant,36
25667606,Harlem,101
19158199,Williamsburg,121
21099533,Crown Heights,97
17458771,Forest Hills,16
26767788,Hell's Kitchen,69
23542356,East Harlem,201
48464341,Williamsburg,199
54855557,Long Island City,78
56482633,Prospect-Lefferts Gardens,89
55911554,Williamsburg,91
6951264,Greenpoint,183
9389668,West Village,23
21287315,Crown Heights,63
24786688,West Village,125
5595920,Two Bridges,61
8471746,Williamsburg,91
8552934,South Slope,127
57208907,Crown Heights,234
6772871,Bensonhurst,194
12159453,Lower East Side,107
21038228,Harlem,181
25606301,East Harlem,73
46531843,Upper East Side,174
10569381,Upper East Side,178
23263444,East Village,24
47228294,Harlem,142
21330394,Woodhaven,100
55823739,Bushwick,181
13446864,SoHo,53
26836825,Upper East Side,143
43375449,Flatbush,198
52549704,Crown Heights,33
43083835,Sheepshead Bay,154
23933937,Williamsburg,19
43671482,Midtown,94
9674655,Harlem,37
27634899,Williamsburg,236
12913895,Midtown,40
52433169,Williamsburg,42
57007870,Midtown,131
18185598,Upper East Side,34
1941351,Upper West Side,225
1556950,Bushwick,10
5452874,East Village,156
4164358,Bushwick,237
56620155,Midtown,199
18092260,Chinatown,192
8556248,Prospect Heights,22
52626474,Lower East Side,97
25231289,Todt Hill,60
47706033,Flatbush,114
48282082,Bushwick,222
16957835,St. George,50
6373006,Gowanus,61
13866612,Bedford-Stuyvesant,117
14951882,SoHo,228
43913941,East Harlem,83
1024533,South Slope,74
14472485,Concord,143
44012803,Bedford-Stuyvesant,198
20700772,Harlem,229
23152984,Cypress Hills,167
4530533,East Village,110
4796742,Harlem,201
13704788,Fort Greene,12
5637895,Gowanus,104
43351148,Williamsburg,75
50149408,East Harlem,97
2818403,East Village,11
53853685,Financial District,90
24276363,Kips Bay,195
20107602,South Ozone Park,142
44501036,Clinton Hill,238
55870132,Long Island City,192
21666193,Bushwick,67
21791565,Forest Hills,30
5729576,Williamsburg,33
26582215,Murray Hill,89
5213728,Park Slope,113
18573865,Rockaway Beach,161
47718736,Park Slope,232
7665940,Upper East Side,93
52973318,Harlem,27
53110289,Murray Hill,41
11320509,East Harlem,146
50073191,Murray Hill,55
43762611,Williamsburg,61
48410768,Harlem,178
24939675,Springfield Gardens,98
7915580,East Village,67
20868119,Jamaica,106
17668645,Flatbush,103
3167457,Greenpoint,218
22983981,Bensonhurst,80
12321829,Upper West Side,127
2176078,Fort Hamilton,77
48891821,Windsor Terrace,10
22485806,Williamsburg,119
19070383,Windsor Terrace,201
47795506,South Slope,211
17692947,Gowanus,53
7392552,Crown Heights,68
57268555,Astoria,112
