id,area,pop,km2
21957255,Bedford-Stuyvesant,180000,4
12132390,Greenwich Village,150000,3
12808958,Fordham,200000,7
7242878,Chinatown,100000,3
55530467,Elmhurst,120000,5
55240510,Carroll Gardens,40000,2
20549442,Fort Greene,70000,3
25734435,Bedford-Stuyvesant,180000,4
45003077,Prospect-Lefferts Gardens,80000,4
51664920,Sunnyside,120000,5
44017774,Ditmars Steinway,80000,4
7764802,West Village,100000,2
44729136,Upper East Side,200000,6
50938645,Hunts Point,80000,3
21498294,Harlem,250000,8
48203656,Harlem,250000,8
25872510,Midtown,250000,3
57334279,Sunnyside,120000,5
18157983,Harlem,250000,8
15039697,Greenpoint,30000,2
19587888,Chelsea,80000,3
7327380,Bushwick,120000,4
50527182,Upper West Side,210000,5
3987070,Bedford-Stuyvesant,180000,4
12790732,Brooklyn Heights,100000,3
3488343,Chelsea,80000,3
5993023,Bushwick,120000,4
9801684,Borough Park,250000,6
15010426,Hell's Kitchen,100000,3
48823888,Boerum Hill,50000,2
14498443,Williamsburg,200000,4
43994577,Longwood,120000,4
7901220,Chelsea,80000,3
8534708,South Slope,100000,3
25733330,Midtown,250000,3
2583676,Canarsie,120000,4
46919558,Kensington,35000,2
21675582,Upper East Side,200000,6
4591286,Upper West Side,210000,5
19661896,Hell's Kitchen,100000,3
1319461,Fort Hamilton,100000,4
52539211,Financial District,40000,2
4193078,Lower East Side,100000,3
10293231,East Flatbush,120000,5
4062183,Norwood,100000,4
2102070,Morningside Heights,150000,5
7072218,Bedford-Stuyvesant,180000,4
6190747,DUMBO,30000,1
18119322,Clinton Hill,50000,3
43910628,Chelsea,80000,3
52134927,Windsor Terrace,30000,2
23671594,Washington Heights,170000,6
52561855,Bedford-Stuyvesant,180000,4
20972504,Harlem,250000,8
23703075,Harlem,250000,8
49808087,Harlem,250000,8
47239892,East Harlem,120000,5
7006494,East Village,110000,3
7291481,East Village,110000,3
5440171,Williamsburg,200000,4
3819171,Upper East Side,200000,6
47741380,Greenpoint,30000,2
51939965,Howard Beach,80000,4
3714234,Inwood,60000,2
21270746,Upper West Side,210000,5
22446593,Harlem,250000,8
24254271,Ridgewood,100000,4
6265860,Rego Park,150000,4
11860659,Harlem,250000,8
15947679,Upper East Side,200000,6
54322587,Park Slope,150000,5
44306074,Maspeth,60000,3
2664864,East Village,110000,3
8574474,Bedford-Stuyvesant,180000,4
49972672,Cypress Hills,100000,4
18230887,Upper West Side,210000,5
1911526,Crown Heights,200000,5
18568342,Harlem,250000,8
45246641,Williamsburg,200000,4
17785181,Elmhurst,120000,5
9665818,Hell's Kitchen,100000,3
25670920,Hollis,200000,6
55657496,Bedford-Stuyvesant,180000,4
51802442,Kingsbridge,50000,3
53334523,Sunnyside,120000,5
1297369,Prospect-Lefferts Gardens,80000,4
18931203,Williamsburg,200000,4
44443045,Prospect Heights,90000,4
55566919,Bedford-Stuyvesant,180000,4
11632006,Long Island City,180000,6
19835318,Williamsburg,200000,4
19610532,Financial District,40000,2
7277673,Hell's Kitchen,100000,3
8609821,Washington Heights,170000,6
8494390,Chelsea,80000,3
4569194,Bushwick,120000,4
9586840,Upper West Side,210000,5
5664957,Sunset Park,250000,6
6338763,Gowanus,40000,2
57168589,Fresh Meadows,120000,4
19094684,Hell's Kitchen,100000,3
7066695,Upper West Side,210000,5
6668486,Randall Manor,60000,3
23338557,NoHo,30000,2
42862362,Jamaica,250000,7
47534820,Upper East Side,200000,6
47538686,Bedford-Stuyvesant,180000,4
14542075,Claremont Village,80000,4
50992218,Glendale,80000,3
46460044,Windsor Terrace,30000,2
55757463,East Flatbush,120000,5
5007168,Harlem,250000,8
12123001,Tompkinsville,60000,3
1397887,East Village,110000,3
44872734,Bensonhurst,180000,5
42968404,Bedford-Stuyvesant,180000,4
11876675,Sheepshead Bay,100000,3
10868176,Astoria,250000,7
6233274,Bushwick,120000,4
42957910,West Village,100000,2
49294448,East Village,110000,3
56404206,West Village,100000,2
47806552,Williamsburg,200000,4
2434555,Morningside Heights,150000,5
7398075,Bedford-Stuyvesant,180000,4
25059524,Hell's Kitchen,100000,3
8215479,East Harlem,120000,5
25187105,Gowanus,40000,2
16617066,Cypress Hills,100000,4
5007720,Crown Heights,200000,5
1640347,Upper West Side,210000,5
9484112,Harlem,250000,8
4975135,Harlem,250000,8
25676443,Crown Heights,200000,5
43883013,East Village,110000,3
4434985,Williamsburg,200000,4
20777542,Greenpoint,30000,2
56198198,Astoria,250000,7
11845194,East Flatbush,120000,5
43421842,East Harlem,120000,5
12823870,Upper East Side,200000,6
53124649,Williamsburg,200000,4
10361164,Kips Bay,50000,2
23886991,Financial District,40000,2
2681433,Upper East Side,200000,6
9476380,Jackson Heights,180000,5
57000690,Hell's Kitchen,100000,3
51740032,West Brighton,150000,5
44752333,Brighton Beach,120000,5
17371508,Bedford-Stuyvesant,180000,4
4092559,East Flatbush,120000,5
21346411,Bushwick,120000,4
49921861,Upper East Side,200000,6
47707690,Crown Heights,200000,5
55788944,Sunnyside,120000,5
22215731,Bedford-Stuyvesant,180000,4
16457452,Murray Hill,60000,2
46076748,Midtown,250000,3
47438168,Harlem,250000,8
12990664,Williamsburg,200000,4
27624405,Kips Bay,50000,2
10103792,Harlem,250000,8
11685027,Greenpoint,30000,2
54067425,Midtown,250000,3
56154014,Harlem,250000,8
9038958,Bedford-Stuyvesant,180000,4
48544977,Flatlands,50000,3
21239265,Williamsburg,200000,4
25111993,Chinatown,100000,3
52545838,Upper East Side,200000,6
55839755,Borough Park,250000,6
47526536,Chelsea,80000,3
11560207,Bedford-Stuyvesant,180000,4
25718418,Washington Heights,170000,6
2985750,Upper East Side,200000,6
11033866,Sheepshead Bay,100000,3
53938186,Bushwick,120000,4
52653537,Midtown,250000,3
19930314,Hell's Kitchen,100000,3
3586652,Williamsburg,200000,4
45436080,Gravesend,200000,6
3443054,Sunset Park,250000,6
19095236,Hell's Kitchen,100000,3
2083844,Flatbush,180000,5
20127485,East Harlem,120000,5
16584481,Bushwick,120000,4
16279059,Lower East Side,100000,3
47791087,Columbia St,50000,2
2075007,Greenwich Village,150000,3
17079341,Hell's Kitchen,100000,3
54645130,Fresh Meadows,120000,4
50154379,Williamsburg,200000,4
47410000,Canarsie,120000,4
6368035,Williamsburg,200000,4
23592615,Flushing,200000,7
47669029,Fort Hamilton,100000,4
8131529,Bushwick,120000,4
44639664,Huguenot,150000,5
23359545,Long Island City,180000,6
7367146,Astoria,250000,7
26411002,Midtown,250000,3
48050116,Midtown,250000,3
13318731,Hell's Kitchen,100000,3
56833343,Harlem,250000,8
22740416,Bedford-Stuyvesant,180000,4
1391812,Upper East Side,200000,6
44160820,Bedford-Stuyvesant,180000,4
10255123,Astoria,250000,7
52186291,Bushwick,120000,4
17918285,West Village,100000,2
17234538,Bushwick,120000,4
5872622,Williamsburg,200000,4
5219251,Tremont,100000,4
48646048,Inwood,60000,2
19049395,Bedford-Stuyvesant,180000,4
54288897,Washington Heights,170000,6
8282859,Lower East Side,100000,3
9321183,East Harlem,120000,5
55887805,Ditmars Steinway,80000,4
49179570,Springfield Gardens,150000,5
8544097,Washington Heights,170000,6
17388077,Flushing,200000,7
5159050,Bushwick,120000,4
46462254,Upper West Side,210000,5
4598466,Williamsburg,200000,4
3237599,Clinton Hill,50000,3
9656982,Bushwick,120000,4
18088393,Inwood,60000,2
51699162,Williamsburg,200000,4
51460569,Bedford-Stuyvesant,180000,4
21592185,Morningside Heights,150000,5
46430220,Sheepshead Bay,100000,3
6199584,Harlem,250000,8
51265607,Lower East Side,100000,3
10912360,Flatbush,180000,5
5374447,Bushwick,120000,4
24633701,Ridgewood,100000,4
18293297,Greenpoint,30000,2
7233489,Harlem,250000,8
2609081,Gramercy,50000,2
19555302,Columbia St,50000,2
26372341,Upper West Side,210000,5
6637558,Bedford-Stuyvesant,180000,4
3419305,Clinton Hill,50000,3
3492761,Harlem,250000,8
25930501,SoHo,120000,4
46442371,Astoria,250000,7
16994287,Greenpoint,30000,2
10473281,Theater District,120000,4
11358066,Jackson Heights,180000,5
52593336,Roosevelt Island,15000,2
55167054,Prospect-Lefferts Gardens,80000,4
26921880,Bushwick,120000,4
18036477,Astoria,250000,7
5276138,Williamsburg,200000,4
20793007,Prospect-Lefferts Gardens,80000,4
16560179,Bedford-Stuyvesant,180000,4
16789384,Bushwick,120000,4
45247746,Hell's Kitchen,100000,3
27258230,Bedford-Stuyvesant,180000,4
14458126,Chinatown,100000,3
3060863,Prospect-Lefferts Gardens,80000,4
27356540,Hell's Kitchen,100000,3
19297930,Bushwick,120000,4
44832969,Chelsea,80000,3
20796873,Hell's Kitchen,100000,3
1866790,Greenpoint,30000,2
43554946,Williamsburg,200000,4
57212773,East Flatbush,120000,5
17627223,Bushwick,120000,4
17011961,East Village,110000,3
43947632,Hunts Point,80000,3
12906715,Woodside,150000,4
5251837,Ridgewood,100000,4
1443176,Chelsea,80000,3
8608716,Park Slope,150000,5
4006953,Mott Haven,80000,3
45944749,Bedford-Stuyvesant,180000,4
14479113,Hell's Kitchen,100000,3
11460241,Bedford-Stuyvesant,180000,4
7406359,Greenpoint,30000,2
47900443,Elmhurst,120000,5
10832276,Harlem,250000,8
49237561,Flatlands,50000,3
46447342,Chelsea,80000,3
11849613,Lower East Side,100000,3
23571076,Harlem,250000,8
54429181,Sunset Park,250000,6
11029999,Ditmars Steinway,80000,4
43802377,Jackson Heights,180000,5
13571684,South Slope,100000,3
44840701,Long Island City,180000,6
3597146,Cypress Hills,100000,4
4092007,Upper East Side,200000,6
43892954,Williamsburg,200000,4
47572377,Williamsburg,200000,4
47410553,Williamsburg,200000,4
48020844,Harlem,250000,8
27042281,Midtown,250000,3
24219476,Jackson Heights,180000,5
8615896,Bedford-Stuyvesant,180000,4
24830320,East Harlem,120000,5
55406752,Hell's Kitchen,100000,3
24524345,Bedford-Stuyvesant,180000,4
49899217,Upper East Side,200000,6
52573453,Upper East Side,200000,6
55788391,Canarsie,120000,4
16998706,Bedford-Stuyvesant,180000,4
8761151,Bedford-Stuyvesant,180000,4
27355987,Fordham,200000,7
19161512,Gowanus,40000,2
20369392,Hell's Kitchen,100000,3
20251200,Bedford-Stuyvesant,180000,4
15004903,Flatbush,180000,5
9059945,Upper West Side,210000,5
22309070,Ridgewood,100000,4
25767573,Williamsburg,200000,4
44423714,Bushwick,120000,4
13051970,East Village,110000,3
46793634,Borough Park,250000,6
22658676,Upper West Side,210000,5
16344230,Lower East Side,100000,3
9240547,Sunnyside,120000,5
43235165,East Harlem,120000,5
7989036,Crown Heights,200000,5
54267910,Glendale,80000,3
9026807,Boerum Hill,50000,2
8906406,Bedford-Stuyvesant,180000,4
8705369,South Slope,100000,3
52645804,Washington Heights,170000,6
19050500,Crown Heights,200000,5
44557371,Williamsburg,200000,4
8287278,Kips Bay,50000,2
57169141,Williamsburg,200000,4
15088300,East Village,110000,3
3189549,Greenpoint,30000,2
20578162,East Harlem,120000,5
55941931,Williamsburg,200000,4
20649409,SoHo,120000,4
52385119,Bushwick,120000,4
3619238,Chelsea,80000,3
56954297,Bedford-Stuyvesant,180000,4
10706352,Bushwick,120000,4
51833923,Maspeth,60000,3
1355913,Williamsburg,200000,4
23383846,Bushwick,120000,4
51524083,Williamsburg,200000,4
17821080,Prospect Heights,90000,4
5296021,Flushing,200000,7
53991207,Harlem,250000,8
48739939,Sheepshead Bay,100000,3
23252951,East Flatbush,120000,5
4616692,Williamsburg,200000,4
47469097,Bedford-Stuyvesant,180000,4
53151159,Financial District,40000,2
44982642,Harlem,250000,8
13099468,Bedford-Stuyvesant,180000,4
9695090,Bedford-Stuyvesant,180000,4
53215778,Crown Heights,200000,5
6717089,Bushwick,120000,4
18262368,East Harlem,120000,5
53356062,Flushing,200000,7
44732450,Washington Heights,170000,6
6951816,Williamsburg,200000,4
19292960,Hell's Kitchen,100000,3
8851728,Roosevelt Island,15000,2
22680216,Williamsburg,200000,4
12434498,Washington Heights,170000,6
3974919,Chelsea,80000,3
47561331,Lower East Side,100000,3
25758736,Hell's Kitchen,100000,3
50025693,Sunnyside,120000,5
54859423,Dyker Heights,120000,5
10874251,Hell's Kitchen,100000,3
17742654,Flushing,200000,7
24685065,Gowanus,40000,2
16602154,Gramercy,50000,2
20409710,Kensington,35000,2
47307825,Harlem,250000,8
20963667,Greenpoint,30000,2
52058157,Sheepshead Bay,100000,3
16884379,Bedford-Stuyvesant,180000,4
55840860,Prospect-Lefferts Gardens,80000,4
51545623,Bedford-Stuyvesant,180000,4
26227639,Midtown,250000,3
9602304,Upper East Side,200000,6
56921159,East Harlem,120000,5
7695212,East Harlem,120000,5
53401903,East Flatbush,120000,5
46947173,Highbridge,120000,4
8915795,Upper West Side,210000,5
6675114,Bedford-Stuyvesant,180000,4
8657319,Chelsea,80000,3
55953529,Financial District,40000,2
1176415,Astoria,250000,7
54947791,Hell's Kitchen,100000,3
49537460,Kips Bay,50000,2
49232038,Flushing,200000,7
23774874,Williamsburg,200000,4
24153752,Rosedale,150000,6
52356399,Sunset Park,250000,6
17741549,Upper East Side,200000,6
16556866,Jamaica,250000,7
13336404,Bedford-Stuyvesant,180000,4
20413576,Stapleton,120000,5
3455205,Concourse Village,80000,5
48596893,Fort Greene,70000,3
47695540,Kingsbridge,50000,3
5577694,Upper West Side,210000,5
26894265,Rosedale,150000,6
44123815,Upper East Side,200000,6
19122299,Chinatown,100000,3
26049798,Midtown,250000,3
5103268,Harlem,250000,8
9463677,Bushwick,120000,4
19120090,Bushwick,120000,4
17217416,Bedford-Stuyvesant,180000,4
46916797,Morningside Heights,150000,5
2798520,Harlem,250000,8
24422722,Bay Ridge,200000,5
6733658,City Island,60000,2
45391344,Murray Hill,60000,2
19816540,Williamsburg,200000,4
44455195,NoHo,30000,2
51403129,East Village,110000,3
53148950,Windsor Terrace,30000,2
22454325,Hell's Kitchen,100000,3
7470978,East Village,110000,3
21639682,South Slope,100000,3
45354340,Boerum Hill,50000,2
18412041,Murray Hill,60000,2
11872257,Hell's Kitchen,100000,3
43250629,Williamsburg,200000,4
52299512,Williamsburg,200000,4
55483522,Long Island City,180000,6
2427927,Williamsburg,200000,4
6666277,Gramercy,50000,2
45810540,Flushing,200000,7
25594150,Sunnyside,120000,5
7352786,Borough Park,250000,6
47332678,Hell's Kitchen,100000,3
27780706,Forest Hills,180000,6
10366687,Bedford-Stuyvesant,180000,4
2640010,Prospect-Lefferts Gardens,80000,4
13317626,Stapleton,120000,5
54083441,Williamsburg,200000,4
2026405,Upper East Side,200000,6
53018607,Bedford-Stuyvesant,180000,4
5277795,Upper East Side,200000,6
50058279,Prospect-Lefferts Gardens,80000,4
43252838,Sheepshead Bay,100000,3
13668889,Bedford-Stuyvesant,180000,4
4165463,Crown Heights,200000,5
2754336,Bedford-Stuyvesant,180000,4
26660642,Crown Heights,200000,5
3613715,Kips Bay,50000,2
51350109,Upper East Side,200000,6
55865161,Crown Heights,200000,5
6446462,Clinton Hill,50000,3
24978888,Jamaica,250000,7
53784647,Ozone Park,150000,6
11009564,Murray Hill,60000,2
17446621,East Village,110000,3
5555050,Harlem,250000,8
8628599,East Harlem,120000,5
5262883,Williamsburg,200000,4
42999333,Harlem,250000,8
57103418,Prospect Heights,90000,4
3934601,Ditmars Steinway,80000,4
27271486,Bedford-Stuyvesant,180000,4
50432738,Murray Hill,60000,2
51824534,Kingsbridge,50000,3
48248944,Harlem,250000,8
4535504,Morningside Heights,150000,5
27066582,East Harlem,120000,5
5519702,Williamsburg,200000,4
1291846,Prospect Heights,90000,4
25226319,Cypress Hills,100000,4
22775211,Crown Heights,200000,5
52344801,Midtown,250000,3
27095854,Bushwick,120000,4
49550715,East Village,110000,3
48378735,Lower East Side,100000,3
17424529,East Harlem,120000,5
11438149,Williamsburg,200000,4
4663085,Williamsburg,200000,4
49460690,Washington Heights,170000,6
55667990,Wakefield,100000,4
6841356,West Village,100000,2
54480545,Elmhurst,120000,5
52395613,Midtown,250000,3
16898187,Bedford-Stuyvesant,180000,4
21988736,Bushwick,120000,4
2365517,Prospect Heights,90000,4
2770353,Fort Greene,70000,3
46827876,Kips Bay,50000,2
20557727,Astoria,250000,7
47841899,SoHo,120000,4
8596013,Crown Heights,200000,5
5480489,Harlem,250000,8
53728865,Midtown,250000,3
25731121,South Slope,100000,3
13530262,Hell's Kitchen,100000,3
14199097,Greenpoint,30000,2
46180581,East Village,110000,3
6753541,Upper East Side,200000,6
16582271,East Harlem,120000,5
3158620,Lower East Side,100000,3
9582421,Hell's Kitchen,100000,3
19203487,Greenwich Village,150000,3
9148866,Bedford-Stuyvesant,180000,4
13136472,Williamsburg,200000,4
3870535,Upper East Side,200000,6
7019749,Financial District,40000,2
18948877,Long Island City,180000,6
48126886,Crown Heights,200000,5
20323552,Crown Heights,200000,5
19091923,Flatbush,180000,5
6836386,Long Island City,180000,6
8804230,Washington Heights,170000,6
1788916,East Village,110000,3
6436520,Chinatown,100000,3
48405245,Hell's Kitchen,100000,3
7416301,Upper West Side,210000,5
10054638,Astoria,250000,7
55466953,Far Rockaway,250000,7
51105992,Lower East Side,100000,3
6350914,Greenpoint,30000,2
25976894,East Harlem,120000,5
8225972,Harlem,250000,8
18321464,East Harlem,120000,5
2461617,Greenpoint,30000,2
3494418,Lower East Side,100000,3
2429584,Williamsburg,200000,4
26079622,Morningside Heights,150000,5
14221741,Williamsburg,200000,4
50890043,Fort Greene,70000,3
25982417,Greenpoint,30000,2
19687302,Chelsea,80000,3
51196017,Hell's Kitchen,100000,3
20704639,Jamaica,250000,7
17668645,Flatbush,180000,5
48559337,Chelsea,80000,3
7168318,Astoria,250000,7
19629310,Bedford-Stuyvesant,180000,4
20955383,East Village,110000,3
49995317,Forest Hills,180000,6
26728022,Bushwick,120000,4
51671547,Ridgewood,100000,4
51860986,Astoria,250000,7
12829393,Astoria,250000,7
3307189,Greenpoint,30000,2
47464126,Gramercy,50000,2
23322541,East Harlem,120000,5
19794448,Jackson Heights,180000,5
51494811,Cobble Hill,60000,2
21948418,Upper West Side,210000,5
51131950,Cobble Hill,60000,2
54753934,Bushwick,120000,4
47296779,Murray Hill,60000,2
2628964,Prospect-Lefferts Gardens,80000,4
4106367,Bushwick,120000,4
3654033,Harlem,250000,8
23522473,Williamsburg,200000,4
49047570,Bedford-Stuyvesant,180000,4
52392851,Williamsburg,200000,4
2797968,Gowanus,40000,2
26828541,Hell's Kitchen,100000,3
22747044,Chelsea,80000,3
4005848,Fort Greene,70000,3
1976698,Upper East Side,200000,6
52845185,East Harlem,120000,5
21405507,Crown Heights,200000,5
49983166,Harlem,250000,8
25588627,Gravesend,200000,6
3927421,Canarsie,120000,4
6986611,Bushwick,120000,4
6718746,Bedford-Stuyvesant,180000,4
22167129,Midtown,250000,3
3783823,South Slope,100000,3
49596556,Sheepshead Bay,100000,3
53570355,Bedford-Stuyvesant,180000,4
17872444,Crown Heights,200000,5
1266440,South Slope,100000,3
47949598,Financial District,40000,2
2579809,Bedford-Stuyvesant,180000,4
20696906,Forest Hills,180000,6
57007870,Midtown,250000,3
22888433,Springfield Gardens,150000,5
26825779,Bushwick,120000,4
13225392,East Harlem,120000,5
7239565,SoHo,120000,4
1358122,Kingsbridge,50000,3
19209010,Williamsburg,200000,4
49146432,Crown Heights,200000,5
5101059,Crown Heights,200000,5
47039959,Chinatown,100000,3
45091445,Bushwick,120000,4
44988717,Hell's Kitchen,100000,3
10469415,Bedford-Stuyvesant,180000,4
57111702,Hell's Kitchen,100000,3
27518364,Flatbush,180000,5
16470154,Midtown,250000,3
14472485,Concord,60000,3
8406574,Harlem,250000,8
47618770,South Slope,100000,3
13330881,Flushing,200000,7
2073350,Williamsburg,200000,4
3538050,East Village,110000,3
43425708,Bedford-Stuyvesant,180000,4
7000971,Bedford-Stuyvesant,180000,4
17495776,St. Albans,70000,3
26009480,West Village,100000,2
27601761,Bedford-Stuyvesant,180000,4
